ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID223281181,6/63 Everard St,FOOTSCRAY,615000.0,u,16/04/2016,2,1.0,3.0,207.0,59.0,-37.7975,144.8855,20023,479.88,19.4,False,1923.67,8979.33,620.33,St John's School,188.06,489,Gilmore College For Girls,844.54,387
ID122204766,189 Station St,PORT MELBOURNE,1155000.0,h,18/03/2017,2,1.0,0.0,112.0,20.0,-37.8329,144.9455,20043,1735.08,0.0,False,705.33,5479.67,335.0,South Melbourne Primary School,806.94,not ranked,Albert Park College,1333.88,131
ID892576595,5/113 Cecil St,FITZROY,597000.0,u,18/06/2016,1,1.0,1.0,0.0,19.0,-37.7941,144.9802,19975,1374.21,13.24,False,334.67,1407.67,88.33,Fitzroy Community School,549.53,4,Academy of Mary Immaculate,1184.94,144
ID967577114,13 Gordon St,ESSENDON,1398000.0,h,8/07/2017,3,2.0,1.0,445.0,59.0,-37.75621,144.93401,20035,1523.25,29.0,False,330.33,1855.0,82.0,Moonee Ponds Primary School,798.9,225,Lowther Hall Anglican Grammar School,1725.15,not ranked
ID858526040,24/1 Muir St,HAWTHORN,1100000.0,h,15/07/2017,3,2.0,1.0,109.0,20.0,-37.81442,145.01531,19905,1060.65,13.95,False,1173.67,8523.67,974.67,Trinity Catholic School,641.6,not ranked,Melbourne Girls College,904.3,not ranked
ID628099007,11 Goshawk Ct,CARRUM DOWNS,561000.0,h,17/06/2017,3,1.0,2.0,787.0,26.0,-38.10709,145.1744,19856,3793.41,66.82,False,990.0,3070.0,411.0,St Joachim's School,548.22,not ranked,Carrum Downs Secondary College,2424.03,not ranked
ID243061111,2306/265 Exhibition St,MELBOURNE,780000.0,u,4/06/2016,2,2.0,1.0,0.0,22.0,-37.8095,144.9691,19843,377.17,6.1,False,278.0,489.0,65.0,Carlton Gardens Primary School,830.44,199,Stott's Colleges,260.35,not ranked
ID959834670,6 Abassia St,BALWYN NORTH,1505000.0,h,7/05/2016,6,2.0,2.0,724.0,66.0,-37.8021,145.0985,19896,2025.42,28.79,False,925.67,4701.33,308.67,Greythorn Primary School,235.38,93,Box Hill Senior Secondary College,1422.2,not ranked
ID863966607,5/8 Violet St,ESSENDON,440000.0,u,27/11/2016,2,1.0,1.0,1011.0,49.0,-37.7556,144.9132,20037,267.76,24.0,False,334.67,1407.67,88.33,Lowther Hall Anglican Grammar School,504.33,207,St Columba's College,202.5,85
ID520821585,603/120 Palmer St,RICHMOND,390000.0,u,14/05/2016,1,1.0,1.0,0.0,8.0,-37.8195,145.0103,19906,929.13,11.9,True,824.67,1890.33,159.33,Trinity Catholic School,444.54,not ranked,Melbourne Girls College,487.72,not ranked
ID701880986,21/54 Balston St,BALACLAVA,328500.0,u,8/07/2017,1,1.0,1.0,0.0,5.0,-37.86874,144.998,19956,403.06,17.5,False,1672.67,10063.67,646.33,Yeshivah College,216.92,388,Yeshivah College,216.92,63
ID788686188,59 Alamein Rd,HEIDELBERG WEST,532000.0,h,7/11/2016,3,1.0,1.0,390.0,64.0,-37.7369,145.0422,19936,2210.03,31.75,False,1150.67,7827.0,922.33,East Preston Islamic College,620.35,not ranked,East Preston Islamic College,620.35,491
ID517465616,2/21 Vickery St,BENTLEIGH,410000.0,u,22/07/2017,2,1.0,1.0,834.0,52.0,-37.91627,145.03892,19939,212.35,35.15,False,959.0,4476.67,324.0,St Paul's School,763.27,211,McKinnon Secondary College,958.83,48
ID801988246,45 Kennedy St,GLEN WAVERLEY,1750000.0,h,16/09/2017,3,1.0,0.0,727.0,46.0,-37.8763,145.17166,19899,6206.51,31.67,False,56.33,98.33,19.0,Glen Waverley Primary School,398.81,46,Glen Waverley Secondary College,863.0,not ranked
ID340885915,75 Lowson St,FAWKNER,720000.0,h,1/07/2017,3,1.0,2.0,603.0,3.0,-37.69863,144.96685,19961,738.54,39.0,True,1253.67,7401.33,484.67,St Matthew's School,110.4,not ranked,John Fawkner Secondary College,633.21,not ranked
ID777390778,10/352 Auburn Rd,HAWTHORN,560000.0,u,22/04/2017,2,1.0,0.0,0.0,59.0,-37.832,145.0431,19903,1095.72,17.9,False,1173.67,8523.67,974.67,Auburn South Primary School,844.99,124,Auburn High School,894.06,167
ID423854806,53 River St,NEWPORT,1260000.0,h,7/05/2016,4,1.0,3.0,757.0,59.0,-37.8411,144.889,19994,507.71,16.31,False,71.0,261.0,20.0,Sacred Heart School,679.03,66,Bayside P-12 College,1877.6,243
ID893113704,430 Whitehorse Rd,SURREY HILLS,1050000.0,h,24/06/2017,3,2.0,2.0,444.0,74.0,-37.81411,145.09055,19894,1146.53,25.77,False,2532.33,5455.0,713.0,Chatham Primary School,404.47,310,Fintona Girls' School,906.64,not ranked
ID895668140,56a Clifton St,BALWYN NORTH,1230000.0,h,14/05/2016,3,3.0,1.0,310.0,7.0,-37.7949,145.1014,19896,2754.28,28.79,False,925.67,4701.33,308.67,St Bridget's School,198.96,256,Koonung Secondary College,1636.84,94
ID779950723,9 Grace St,WATSONIA,1000000.0,h,4/03/2017,3,2.0,2.0,739.0,49.0,-37.7104,145.0817,19984,194.53,37.67,False,647.0,2861.33,222.67,Watsonia Primary School,593.28,not ranked,Loyola College,784.33,206
ID118109816,1/52 Drinkwater Cr,SUNSHINE WEST,450000.0,h,8/07/2017,3,1.0,2.0,283.0,49.0,-37.79703,144.81228000000004,20020,1790.16,21.33,False,2532.33,5455.0,713.0,Glengala Primary School,268.69,not ranked,Marian College,1168.02,not ranked
ID299532761,26 Innellan Rd,MURRUMBEENA,1220000.0,h,28/05/2016,3,1.0,2.0,735.0,59.0,-37.8943,145.0689,19919,475.84,25.38,False,268.33,736.0,128.33,St Patrick's School,891.26,346,Oakleigh Grammar,1235.72,270
ID963355830,7/37 Blyth St,BRUNSWICK,730000.0,h,3/06/2017,2,1.0,1.0,134.0,49.0,-37.76569,144.9656,19968,575.42,25.33,False,941.33,5813.0,575.67,St Margaret Mary's School,819.56,483,Sydney Road Community School,552.84,447
ID234382167,224 Ballarat Rd,FOOTSCRAY,690500.0,h,19/11/2016,2,1.0,1.0,212.0,119.0,-37.7903,144.8879,20023,1300.99,19.4,False,1923.67,8979.33,620.33,Footscray North Primary School,489.38,235,Footscray City College,544.57,166
ID168149733,398 Wattletree Rd,MALVERN EAST,1750000.0,h,22/08/2016,3,1.0,2.0,562.0,21.0,-37.8657,145.0536,19943,1631.16,21.27,False,610.0,1743.67,228.0,Sacre Coeur,474.14,176,Sacre Coeur,474.14,16
ID875490736,3 Rogers Rd,BENTLEIGH,1286000.0,h,20/05/2017,3,1.0,2.0,614.0,7.0,-37.9317,145.0427,19937,601.01,38.27,False,959.0,4476.67,324.0,Tucker Road Bentleigh Primary School,562.08,380,Our Lady of the Sacred Heart College,708.04,not ranked
ID216729291,75 Victor Rd,BENTLEIGH EAST,825000.0,t,17/09/2016,3,1.0,1.0,642.0,9.0,-37.9269,145.0787,19916,2728.44,31.35,False,925.67,4701.33,308.67,St Peter's School,807.48,345,St James' College,645.82,not ranked
ID261702482,309 Springvale Rd,FOREST HILL,800000.0,h,24/06/2017,3,1.0,2.0,617.0,59.0,-37.8318,145.17368000000005,19899,1250.94,31.67,False,2006.67,7754.33,1051.33,Mount Pleasant Road Nunawading Primary School,667.56,154,Nunawading Christian College-Secondary,1108.56,not ranked
ID522980841,5 Evans Ct,BROADMEADOWS,586000.0,h,29/07/2017,3,1.0,1.0,677.0,39.0,-37.69265,144.92653,20031,980.39,38.0,False,684.0,1695.67,161.0,Glenroy Private,619.19,not ranked,Glenroy Private,619.19,not ranked
ID451518448,6 Berry St,RICHMOND,900000.0,h,10/12/2016,2,1.0,0.0,95.0,119.0,-37.8193,144.9976,19978,727.78,9.12,False,824.67,1890.33,159.33,Richmond West Primary School,652.56,452,Richmond High School,503.76,not ranked
ID728699276,60 Highland Av,OAKLEIGH EAST,1382000.0,h,23/09/2017,3,2.0,2.0,847.0,79.0,-37.90638,145.11733,19916,1412.14,31.35,False,938.33,6892.67,553.33,Clayton North Primary School,776.69,not ranked,John Monash Science School,1325.35,59
ID263094116,2/11 Winfield Rd,BALWYN NORTH,860000.0,t,10/12/2016,2,2.0,2.0,204.0,27.0,-37.8008,145.10399999999996,19896,2077.82,28.79,False,925.67,4701.33,308.67,St Bridget's School,546.63,256,Box Hill Senior Secondary College,1169.17,not ranked
ID171333181,32 Collingwood Rd,NEWPORT,1000000.0,h,8/07/2017,3,1.0,2.0,366.0,104.0,-37.84346,144.88947,19994,522.59,16.31,False,84.33,293.33,23.0,Sacred Heart School,806.06,66,Bayside P-12 College,1628.71,243
ID310151879,10 Murphy St,ALTONA NORTH,965000.0,h,15/10/2016,4,1.0,4.0,851.0,59.0,-37.8345,144.8444,19994,3565.48,16.31,True,2489.67,11817.33,1268.67,Altona North Primary School,501.81,not ranked,Emmanuel College,365.82,180
ID719606630,2/36 Alpine Gr,PASCOE VALE,600000.0,t,27/11/2016,3,2.0,1.0,122.0,21.0,-37.7231,144.9373,20034,1169.98,31.0,False,659.0,5219.33,338.33,Westbreen Primary School,774.79,321,Pascoe Vale Girls Secondary College,636.33,not ranked
ID513659888,30 Ashton St,RESERVOIR,731000.0,h,3/12/2016,3,1.0,2.0,779.0,69.0,-37.7292,145.0214,20011,1642.41,31.2,False,824.67,1890.33,159.33,Holy Name School,275.41,463,Reservoir High School,1067.87,346
ID311553143,16 Flowerdale Rd,GLEN IRIS,2000000.0,h,14/05/2016,5,3.0,1.0,696.0,99.0,-37.8563,145.0709,19849,995.8,28.67,False,1923.67,8979.33,620.33,Glen Iris Primary School,640.62,120,Korowa Anglican Girls' School,1540.17,13
ID787508267,115 Cheddar Rd,RESERVOIR,836000.0,h,15/10/2016,2,1.0,1.0,931.0,49.0,-37.7033,145.0169,20009,827.5,35.2,False,824.67,1890.33,159.33,Maharishi School of the Age of Enlightenment,255.9,not ranked,William Ruthven Secondary College,1446.83,not ranked
ID727052804,6 Parkside Av,BOX HILL,1820000.0,h,3/09/2017,2,1.0,2.0,701.0,79.0,-37.82756,145.11897,20042,953.05,25.77,False,2897.33,11243.0,942.0,Kingswood College,581.52,53,Kingswood College,581.52,106
ID801671635,43 Christmas St,NORTHCOTE,1286000.0,h,3/09/2016,2,1.0,1.0,245.0,129.0,-37.7662,145.0096,20015,1128.3,23.3,True,136.33,302.67,42.0,Wales Street Primary School,526.42,175,Santa Maria College,778.82,137
ID807699133,13 Mills St,HAMPTON,1285000.0,t,24/06/2017,2,1.0,1.0,348.0,27.0,-37.93557,145.00463,19949,385.64,31.5,False,1841.67,9184.67,533.33,Hampton Primary School,262.97,76,St Leonard's College,813.98,43
ID661090578,7/72 Grosvenor St,BALACLAVA,410000.0,u,3/12/2016,2,1.0,2.0,0.0,54.0,-37.8731,144.9958,19955,316.3,19.5,False,1654.0,9119.67,550.0,Beth Rivkah Ladies College,613.58,197,Beth Rivkah Ladies College,613.58,36
ID517343778,10/32 Manningtree Rd,HAWTHORN,805000.0,u,22/08/2016,2,1.0,1.0,0.0,49.0,-37.8235,145.0294,19905,601.27,13.95,False,1150.67,7827.0,922.33,Glenferrie Primary School,406.79,62,Swinburne Senior Secondary College,1005.07,not ranked
ID461436852,217 Murrumbeena Rd,MURRUMBEENA,1540000.0,h,27/05/2017,4,2.0,2.0,589.0,99.0,-37.90017,145.06435,19919,1141.38,25.38,False,298.0,735.0,154.0,St Patrick's School,195.91,346,Oakleigh Grammar,1690.31,270
ID637037504,4 webster St,SEDDON,1455000.0,h,19/11/2016,4,2.0,3.0,571.0,99.0,-37.809,144.8865,19997,806.61,10.36,False,824.67,1890.33,159.33,St Augustine's School,602.9,not ranked,Gilmore College For Girls,1326.27,387
ID330986126,2/35 Kingsville St,KINGSVILLE,200000.0,u,30/07/2016,1,1.0,1.0,0.0,59.0,-37.8089,144.8788,20023,975.93,19.4,False,87.33,252.0,37.0,Corpus Christi School,519.19,not ranked,Gilmore College For Girls,1786.69,387
ID413381027,3 Camden Rd,HAWTHORN,2920000.0,h,10/12/2016,2,1.0,3.0,791.0,91.0,-37.8251,145.0385,19904,443.19,15.67,False,1150.67,7827.0,922.33,St Joseph's School,397.94,113,Swinburne Senior Secondary College,299.16,not ranked
ID759235675,28 Newry St,RICHMOND,1280000.0,h,27/05/2017,3,1.0,1.0,185.0,69.0,-37.82488,145.00642,19906,314.61,11.9,True,885.0,1901.0,227.67,Richmond Primary School,830.49,260,Melbourne Girls College,744.32,not ranked
ID393621177,87 Nicholson St,COBURG,1085000.0,h,19/08/2017,4,2.0,1.0,430.0,99.0,-37.7505,144.97648999999996,19966,1364.99,30.0,True,1097.67,5916.0,553.33,St Bernard's School,477.71,479,Coburg High School,1138.23,79
ID145242197,44 Roseleigh Bvd,SYDENHAM,620000.0,h,22/07/2017,3,2.0,2.0,360.0,19.0,-37.70686,144.76989,20000,741.5,37.38,False,119.33,452.33,22.0,Emmaus Catholic Primary School,759.0,464,Catholic Regional College Institute of Training,865.47,not ranked
ID309616707,2/585 Burwood Hwy,VERMONT SOUTH,750000.0,u,3/06/2017,3,2.0,1.0,302.0,3.0,-37.85732,145.19195,19899,4353.64,31.67,False,281.67,524.33,75.33,Camelot Rise Primary School,958.84,36,Highvale Secondary College,1605.89,138
ID902476559,14 Duncan Ct,WESTMEADOWS,675000.0,h,8/07/2017,4,2.0,4.0,744.0,49.0,-37.6815,144.87892,20030,3589.13,40.0,False,98.67,190.67,19.0,Gladstone Park Primary School,922.09,not ranked,Gladstone Park Secondary College,1341.61,not ranked
ID751940179,88 Victoria St,FOOTSCRAY,875000.0,h,18/03/2017,3,1.0,0.0,262.0,39.0,-37.8022,144.8924,20024,88.38,17.4,False,2047.67,9171.0,742.33,Footscray Primary School,425.56,not ranked,Gilmore College For Girls,408.72,387
ID487394277,56 Brandon St,GLEN IRIS,1820000.0,h,12/11/2016,3,1.0,3.0,650.0,89.0,-37.8571,145.0766,19848,683.67,30.67,False,1923.67,8979.33,620.33,Ashburton Primary School,838.47,106,Korowa Anglican Girls' School,1990.18,13
ID121956688,20 Scotia St,NORTH MELBOURNE,800000.0,h,27/06/2016,2,2.0,1.0,55.0,8.0,-37.8014,144.9488,19973,842.5,6.25,False,71.0,261.0,20.0,North Melbourne Primary School,338.0,182,Simonds Catholic College,622.79,262
ID276652708,56 Hall St,NEWPORT,890000.0,h,8/04/2017,2,1.0,0.0,165.0,79.0,-37.8415,144.884,19994,140.03,16.31,False,84.33,293.33,23.0,Sacred Heart School,281.52,66,Bayside P-12 College,1806.5,243
ID386226169,4 Montrose St,OAKLEIGH SOUTH,876000.0,h,4/02/2016,4,2.0,1.0,535.0,24.0,-37.9384,145.0878,19915,3254.56,34.26,False,136.33,302.67,42.0,East Bentleigh Primary School,1670.54,not ranked,South Oakleigh Secondary College,1798.22,not ranked
ID206188673,9 Montgomery St,BRIGHTON EAST,2820000.0,h,27/11/2016,4,4.0,4.0,509.0,59.0,-37.9172,145.0214,19939,1369.76,35.15,False,2744.33,10289.67,780.0,St Finbar's School,360.38,336,Brighton Secondary College,385.23,213
ID593855166,405/2 Rouse St,PORT MELBOURNE,600000.0,u,25/02/2017,1,1.0,1.0,6866.0,9.0,-37.8443,144.9437,20043,2992.75,0.0,False,705.33,5479.67,335.0,Albert Park Primary School,841.12,306,Albert Park College,326.62,131
ID149055243,7/110 Miller St,FITZROY NORTH,330000.0,u,6/05/2017,1,1.0,1.0,0.0,49.0,-37.777,144.9836,20017,830.0,19.3,False,2047.67,9171.0,742.33,Deutsche Schule Melbourne,216.51,151,Northcote High School,623.59,178
ID945488011,12/66 Riddell Pde,ELSTERNWICK,626000.0,u,17/09/2016,2,1.0,1.0,1764.0,89.0,-37.8889,145.0043,19954,549.94,21.5,False,1566.67,8895.33,491.0,Leibler Yavneh College,486.98,not ranked,Leibler Yavneh College,486.98,28
ID406983547,2 Glover Ct,TAYLORS LAKES,716000.0,h,24/06/2017,4,2.0,2.0,684.0,74.0,-37.69274,144.76971,20000,1013.43,37.38,True,502.67,1662.67,118.67,Emmaus Catholic Primary School,870.75,464,Catholic Regional College Institute of Training,721.16,not ranked
ID258761956,8 Ferrars Pl,SOUTH MELBOURNE,4100000.0,h,27/05/2017,4,2.0,1.0,403.0,119.0,-37.83737,144.95799,20043,2172.8,0.0,False,1245.0,3886.0,447.67,Galilee Regional Catholic Primary School,310.34,208,Victorian College Of The Arts Secondary School,1179.16,not ranked
ID825997647,23 Leonard St,NORTHCOTE,1275000.0,h,24/06/2017,3,1.0,0.0,245.0,39.0,-37.78167,145.01316,19930,431.22,22.0,False,142.0,344.67,39.33,St Anthony's School,658.22,485,Santa Maria College,1571.37,137
ID638555880,3/25 Thomas St,CAMBERWELL,692500.0,u,3/09/2017,2,1.0,1.0,145.0,49.0,-37.84197,145.09374,19849,1578.8,28.67,False,3767.67,18925.0,2042.33,Wattle Park Primary School,327.58,89,Siena College Ltd,1348.6,not ranked
ID729241643,88 Boronia Rd,VERMONT,988000.0,h,22/07/2017,3,1.0,1.0,653.0,49.0,-37.84034000000001,145.2022,19901,2593.56,36.41,False,256.0,511.33,54.67,Vermont Primary School,770.02,47,Vermont Secondary College,474.38,129
ID901347979,2/1 Barbara St,MOORABBIN,605000.0,u,19/11/2016,2,1.0,2.0,180.0,39.0,-37.9363,145.0564,19937,1739.78,38.27,False,71.0,261.0,20.0,St Catherine's School,428.63,117,Bentleigh Secondary College,1039.25,230
ID865366204,21 Ralston St,SOUTH YARRA,906000.0,h,22/05/2016,3,1.0,0.0,154.0,99.0,-37.8395,144.9868,19959,501.06,12.54,False,1100.67,3636.33,457.33,Christ Church Grammar School,111.52,14,Melbourne High School,805.38,2
ID223576313,3/44 Walsh St,SOUTH YARRA,2400000.0,u,3/06/2017,3,2.0,1.0,0.0,79.0,-37.8369,144.98514,19959,656.24,12.54,True,1245.0,3886.0,447.67,Christ Church Grammar School,234.39,14,Melbourne Girls Grammar,580.5,21
ID520306070,39 Galloway St,DANDENONG NORTH,632000.0,h,3/09/2017,3,1.0,2.0,544.0,24.0,-37.95135,145.19806,19890,2561.84,44.35,False,1083.67,3612.67,368.33,Silverton Primary School,512.18,not ranked,Lyndale Secondary College,1121.61,419
ID369212568,345 Waterdale Rd,BELLFIELD,1110000.0,h,6/05/2017,3,1.0,2.0,730.0,49.0,-37.754,145.0453,19934,1310.38,29.0,False,817.67,1779.67,181.0,St Pius X School,792.48,not ranked,Ivanhoe Girls' Grammar School,1261.09,49
ID713855674,30 Don Av,HOPPERS CROSSING,536500.0,h,15/07/2017,3,2.0,4.0,578.0,47.0,-37.87326,144.69103,19922,1415.5,32.14,False,512.0,1119.67,175.67,St Peter Apostle School,166.34,not ranked,Hoppers Crossing Secondary College,442.78,not ranked
ID421394552,126 Mills St,ALBERT PARK,1535000.0,h,1/07/2017,2,1.0,0.0,171.0,119.0,-37.8481,144.9566,19958,2927.8,13.5,False,1214.67,5603.67,375.33,Middle Park Primary School,86.72,242,Albert Park College,891.55,131
ID188832061,221/253 Bridge Rd,RICHMOND,419000.0,u,22/07/2017,2,1.0,1.0,3512.0,8.0,-37.81828,144.99788999999996,19978,678.92,9.12,False,885.0,1901.0,227.67,Richmond West Primary School,551.64,452,Lynall Hall Community School,433.31,559
ID889231487,4/199 Punt Rd,RICHMOND,360000.0,u,27/11/2016,1,1.0,1.0,1332.0,119.0,-37.8181,144.9901,19978,369.55,9.12,False,824.67,1890.33,159.33,Richmond West Primary School,702.56,452,Lynall Hall Community School,1084.21,559
ID762361710,12 Chambers Rd,ALTONA NORTH,830000.0,h,22/07/2017,3,2.0,2.0,529.0,54.0,-37.84107,144.84179,19927,2981.11,24.43,False,2494.67,11307.0,1410.0,Altona North Primary School,792.72,not ranked,Emmanuel College,1052.93,180
ID657268672,78 Raheen Av,WANTIRNA,1070000.0,h,16/09/2017,3,2.0,2.0,673.0,41.0,-37.86345,145.22871,19871,4150.98,41.08,False,256.0,511.33,54.67,Templeton Primary School,420.57,64,Wantirna College,660.83,305
ID846166214,5 Barce Pl,HEIDELBERG WEST,715000.0,h,19/11/2016,4,2.0,2.0,521.0,29.0,-37.738,145.0374,19936,2587.6,31.75,False,1150.67,7827.0,922.33,East Preston Islamic College,462.23,not ranked,East Preston Islamic College,462.23,491
ID878668800,2/10 Swan St,FOOTSCRAY,714000.0,t,10/12/2016,3,2.0,2.0,164.0,11.0,-37.7948,144.8868,20023,790.91,19.4,False,1923.67,8979.33,620.33,St John's School,179.75,489,Footscray City College,758.21,166
ID521455798,8 Corroboree Pl,TEMPLESTOWE LOWER,1200000.0,h,6/08/2016,3,1.0,2.0,730.0,59.0,-37.76,145.1054,19936,3946.23,31.75,False,2403.67,5212.33,586.67,Templestowe Valley Primary School,356.8,313,Templestowe College,1702.08,307
ID436003842,2 Patterson St,MIDDLE PARK,1850000.0,h,3/06/2017,3,2.0,1.0,321.0,104.0,-37.85411,144.96409,19958,2322.02,13.5,False,313.33,545.33,65.67,Middle Park Primary School,909.51,242,Wesley College,1692.23,98
ID385491577,49 Bellett St,CAMBERWELL,2513000.0,h,13/05/2017,4,2.0,3.0,696.0,109.0,-37.8355,145.0665,19851,334.73,24.67,False,3767.67,18925.0,2042.33,Camberwell Primary School,806.49,35,Camberwell High School,814.48,112
ID755909515,4 Burgess St,RICHMOND,1405000.0,h,27/11/2016,3,1.0,2.0,212.0,19.0,-37.8302,144.9993,19906,783.05,11.9,True,824.67,1890.33,159.33,Richmond Primary School,73.01,260,Melbourne High School,816.91,2
ID227813625,1/24 Bordeaux St,AVONDALE HEIGHTS,522500.0,h,24/09/2016,2,1.0,1.0,220.0,24.0,-37.756,144.8641,20004,4222.35,26.38,False,1654.0,9119.67,550.0,St Martin de Porres School,350.66,not ranked,St Bernard's College,1834.96,130
ID276060992,42 Studley Ct,DONCASTER,1460000.0,h,18/06/2016,4,2.0,2.0,840.0,49.0,-37.78,145.1145,20042,4408.37,25.77,False,1566.67,8895.33,491.0,St Gregory the Great School,687.9,174,Templestowe College,1558.94,307
ID205386358,4 Meaney St,ELSTERNWICK,906000.0,h,3/12/2016,2,1.0,1.0,221.0,99.0,-37.8829,145.0129,19954,1074.47,21.5,True,1566.67,8895.33,491.0,Adass Israel School,427.22,not ranked,Adass Israel School,427.22,534
ID479643821,2/13 Westbrook St,KEW EAST,862000.0,u,1/07/2017,2,1.0,1.0,1011.0,49.0,-37.7972,145.05225,19932,2756.0,26.0,False,288.0,712.0,75.67,Kew East Primary School,284.35,127,Kew High School,994.28,124
ID146617541,65 Glenair St,TEMPLESTOWE LOWER,1101000.0,h,4/06/2016,3,2.0,2.0,643.0,54.0,-37.7602,145.1166,19936,4841.73,31.75,False,2403.67,5212.33,586.67,St Kevin's School,564.25,130,Templestowe College,948.43,307
ID754126718,2/28 Walsh St,SOUTH YARRA,1715000.0,t,28/08/2016,3,2.0,2.0,0.0,49.0,-37.8374,144.9852,19959,638.66,12.54,False,1100.67,3636.33,457.33,Christ Church Grammar School,179.12,14,Melbourne Girls Grammar,636.36,21
ID359334550,8 Trende St,DANDENONG,678000.0,h,3/06/2017,3,1.0,2.0,624.0,49.0,-37.97806,145.20432,19889,1116.3,46.0,False,1083.67,3612.67,368.33,Dandenong West Primary School,454.32,not ranked,Dandenong High School,438.49,514
ID884677559,436 Lygon St,CARLTON,1260000.0,h,18/06/2016,4,1.0,2.0,151.0,129.0,-37.7965,144.9679,19842,1567.08,4.74,False,97.67,243.0,33.0,Carlton Primary School,245.57,not ranked,Academy of Mary Immaculate,985.96,144
ID159055689,103 Arthur St,FAIRFIELD,1492000.0,h,3/09/2017,3,2.0,1.0,292.0,89.0,-37.77788,145.01963999999995,19930,280.27,22.0,False,330.33,1855.0,82.0,Fairfield Primary School,68.13,193,Alphington Grammar School,1482.12,86
ID597826207,31 Westbank Tce,RICHMOND,1346000.0,h,14/05/2016,3,1.0,1.0,207.0,8.0,-37.8215,145.0132,19906,837.53,11.9,False,824.67,1890.33,159.33,Hawthorn West Primary School,480.74,125,Melbourne Girls College,150.03,not ranked
ID592693184,18A New St,ARMADALE,1460000.0,h,19/08/2017,2,1.0,1.0,181.0,89.0,-37.8542,145.01506,19946,394.59,18.21,False,2494.67,11307.0,1410.0,Armadale Primary School,327.3,87,The King David School,601.52,27
ID227520717,8 Tourello St,MITCHAM,960000.0,h,24/06/2017,3,1.0,0.0,781.0,34.0,-37.8105,145.20106,19900,1156.45,34.67,False,1471.0,7759.67,779.67,Mitcham Primary School,752.67,180,Mullauna Secondary College,1030.68,not ranked
ID285743407,4 The Glade,VIEWBANK,960000.0,h,3/09/2016,3,2.0,2.0,656.0,29.0,-37.7322,145.0995,19986,2701.54,43.9,False,584.33,2731.67,211.67,Viewbank Primary School,883.33,238,Viewbank College,1514.75,96
ID873034324,127 Gipps St,EAST MELBOURNE,4275000.0,h,20/05/2017,4,2.0,2.0,326.0,49.0,-37.8133,144.9865,19979,416.71,7.07,False,101.33,253.67,33.0,Richmond West Primary School,812.95,452,Collingwood College,1200.84,359
ID407983755,1A Kawarren St,BALWYN NORTH,1360000.0,h,12/08/2017,3,2.0,2.0,424.0,64.0,-37.78617,145.09202,19896,3888.06,28.79,False,959.0,4476.67,324.0,Boroondara Park Primary School,513.88,192,Marcellin College,1510.96,169
ID899335434,16 Menzies St,BRAYBROOK,760000.0,h,8/04/2017,2,1.0,1.0,604.0,69.0,-37.782,144.8528,20021,1897.66,24.56,False,2897.33,11243.0,942.0,Sunshine Harvester Primary School,634.37,not ranked,Caroline Chisholm Catholic College,490.78,not ranked
ID239012071,42 Bryden Dr,FERNTREE GULLY,850000.0,h,15/07/2017,4,2.0,1.0,738.0,34.0,-37.89863,145.26708,19868,3110.86,50.18,False,56.33,98.33,19.0,Karoo Primary School,816.53,not ranked,St Joseph's College,2622.33,126
ID221726482,5/11 Albion St,BALACLAVA,497500.0,u,28/08/2016,2,0.0,0.0,0.0,91.0,-37.8739,144.9929,19955,303.38,19.5,False,1654.0,9119.67,550.0,St Kilda Primary School,532.77,169,Yesodei HaTorah College,830.16,38
ID292141298,6 Middlesex St,SUNSHINE NORTH,808000.0,h,10/12/2016,3,1.0,2.0,692.0,59.0,-37.771,144.8428,20004,1756.07,26.38,False,1363.67,6287.67,564.33,Sunshine North Primary School,506.1,not ranked,Braybrook College,909.01,139
ID271879972,5 Lorenz St,SUNSHINE,625000.0,h,22/08/2016,3,1.0,1.0,459.0,64.0,-37.7813,144.8394,20021,988.98,24.56,True,1363.67,6287.67,564.33,Sunshine Harvester Primary School,582.26,not ranked,Braybrook College,792.0,139
ID440357372,2/36 Clarke St,PRAHRAN,482500.0,u,8/10/2016,1,1.0,1.0,443.0,49.0,-37.8493,145.0006,19947,541.45,16.21,False,659.0,5219.33,338.33,Our Lady of Lourdes School,854.15,67,Prahran High School,892.24,not ranked
ID517812073,36/3 Seisman Pl,PORT MELBOURNE,1340000.0,u,3/12/2016,2,2.0,2.0,21700.0,19.0,-37.8424,144.9449,20043,2761.53,0.0,False,659.0,5219.33,338.33,Albert Park Primary School,693.86,306,Albert Park College,343.19,131
ID239919527,3/23 Christine St,VIEWBANK,556000.0,u,3/12/2016,2,1.0,1.0,195.0,24.0,-37.7405,145.0876,19936,1907.5,31.75,False,584.33,2731.67,211.67,Viewbank Primary School,675.88,238,Viewbank College,117.93,96
